@relation features

@attribute meanXAcc real
@attribute meanYAcc real
@attribute meanZAcc real
@attribute stdX real
@attribute stdY real
@attribute stdZ real
@attribute avgAcc real
@attribute binX1 real
@attribute binX2 real
@attribute binX3 real
@attribute binX4 real
@attribute binX5 real
@attribute binX6 real
@attribute binX7 real
@attribute binX8 real
@attribute binX9 real
@attribute binX10 real
@attribute binY1 real
@attribute binY2 real
@attribute binY3 real
@attribute binY4 real
@attribute binY5 real
@attribute binY6 real
@attribute binY7 real
@attribute binY8 real
@attribute binY9 real
@attribute binY10 real
@attribute binZ1 real
@attribute binZ2 real
@attribute binZ3 real
@attribute binZ4 real
@attribute binZ5 real
@attribute binZ6 real
@attribute binZ7 real
@attribute binZ8 real
@attribute binZ9 real
@attribute binZ10 real
@attribute peakDistX real
@attribute peakDistY real
@attribute peakDistZ real
@attribute activity {1,2,3,4}


@data
0.26579,0.3104,0.58642,0.23546,0.2721,0.49487,0.75878,0.002,0.007,0.012,0.07,0.202,0.371,0.228,0.08,0.024,0.004,0.003,0.026,0.081,0.245,0.383,0.198,0.052,0.009,0.001,0.002,0.005,0.016,0.055,0.128,0.265,0.282,0.17,0.049,0.019,0.011,385,280.97,484.17,4
0.23204,0.27826,0.47598,0.19261,0.22563,0.39563,0.64,0.002,0.004,0.021,0.045,0.179,0.342,0.27,0.11,0.024,0.003,0.003,0.01,0.026,0.107,0.198,0.294,0.201,0.111,0.036,0.014,0.006,0.019,0.082,0.203,0.345,0.23,0.093,0.014,0.006,0.002,250.03,301.87,334.96,4
0.22902,0.26693,0.47969,0.1961,0.23053,0.42837,0.63316,0.001,0.002,0.005,0.034,0.118,0.299,0.326,0.146,0.048,0.021,0.011,0.028,0.053,0.175,0.35,0.239,0.119,0.017,0.005,0.003,0.01,0.018,0.071,0.202,0.31,0.246,0.091,0.033,0.01,0.009,334.85,305.42,496.72,4
0.21886,0.26519,0.42729,0.1937,0.24553,0.39836,0.58927,0.002,0.002,0.016,0.044,0.196,0.4,0.265,0.063,0.008,0.004,0.005,0.009,0.027,0.141,0.365,0.317,0.094,0.027,0.011,0.004,0.006,0.012,0.027,0.128,0.324,0.355,0.113,0.021,0.009,0.005,240.4,295.11,326.59,4
0.16334,0.17912,0.29623,0.13068,0.13124,0.22444,0.41482,0.004,0.014,0.059,0.161,0.253,0.307,0.153,0.038,0.007,0.004,0.013,0.057,0.128,0.205,0.22,0.196,0.105,0.054,0.018,0.004,0.003,0.015,0.042,0.113,0.197,0.239,0.213,0.112,0.05,0.016,291.7,303.64,335.41,4
0.21304,0.19625,0.29509,0.27275,0.18587,0.33778,0.46566,0.003,0.002,0.008,0.018,0.075,0.579,0.275,0.019,0.007,0.014,0.002,0.004,0.004,0.041,0.209,0.431,0.231,0.06,0.01,0.008,0.007,0.012,0.039,0.315,0.521,0.089,0.009,0.001,0.002,0.005,348.33,289.74,379.8,4
0.097874,0.071608,0.07083,0.072624,0.082552,0.087134,0.16127,0.004,0.005,0.017,0.107,0.241,0.267,0.257,0.084,0.015,0.003,0.009,0.018,0.04,0.415,0.427,0.051,0.018,0.013,0.004,0.005,0.004,0.017,0.027,0.19,0.555,0.148,0.024,0.021,0.005,0.009,197.8,258,371.7,4
0.12404,0.099701,0.14628,0.10895,0.101,0.1577,0.24535,0.009,0.02,0.042,0.115,0.276,0.33,0.147,0.041,0.017,0.003,0.014,0.021,0.067,0.265,0.433,0.135,0.042,0.014,0.007,0.002,0.009,0.017,0.053,0.136,0.467,0.226,0.054,0.022,0.011,0.005,275.93,359.46,226.89,4
0.19354,0.19485,0.30597,0.20071,0.21201,0.34406,0.44782,0.001,0,0.001,0.002,0.005,0.007,0.136,0.592,0.231,0.025,0.002,0.005,0.045,0.503,0.402,0.035,0.004,0.001,0.002,0.001,0.002,0,0.001,0.002,0.013,0.098,0.637,0.222,0.022,0.003,228.23,310.53,331.93,4
0.24101,0.24481,0.42922,0.2131,0.21226,0.36812,0.59262,0.003,0.008,0.013,0.052,0.249,0.35,0.209,0.078,0.028,0.01,0.004,0.016,0.038,0.159,0.365,0.285,0.105,0.019,0.006,0.003,0.007,0.006,0.026,0.096,0.264,0.309,0.204,0.059,0.019,0.01,357.62,362.65,425.78,4
0.16614,0.15004,0.27247,0.17383,0.13416,0.27584,0.38673,0.001,0.002,0.001,0.002,0.014,0.124,0.577,0.251,0.023,0.005,0.005,0.009,0.137,0.403,0.329,0.098,0.012,0.002,0.003,0.002,0.002,0.001,0.006,0,0.039,0.252,0.515,0.154,0.023,0.008,305.09,296.15,434,4
0.15493,0.11758,0.17284,0.15682,0.13033,0.23296,0.29923,0.008,0.011,0.022,0.039,0.163,0.385,0.264,0.067,0.024,0.017,0.017,0.057,0.209,0.485,0.181,0.023,0.008,0.009,0.007,0.004,0.003,0.004,0.003,0.007,0.014,0.164,0.664,0.101,0.023,0.017,490.71,523,808.09,4
0.089539,0.086438,0.12341,0.085381,0.089909,0.13812,0.1987,0.005,0.004,0.004,0.032,0.2,0.433,0.253,0.049,0.015,0.005,0.008,0.01,0.032,0.103,0.4,0.318,0.092,0.02,0.012,0.005,0.003,0.003,0.007,0.044,0.178,0.59,0.129,0.034,0.01,0.002,229.18,290.78,207.92,4
0.25948,0.21551,0.36425,0.21984,0.19083,0.32424,0.54176,0.01,0.026,0.128,0.356,0.346,0.108,0.02,0.004,0.001,0.001,0.001,0.002,0.007,0.036,0.157,0.359,0.326,0.085,0.019,0.008,0.004,0.017,0.081,0.256,0.407,0.189,0.032,0.008,0.003,0.003,273.8,267.64,350.57,4
0.24594,0.20734,0.41592,0.19688,0.17515,0.36035,0.57426,0.01,0.019,0.109,0.217,0.316,0.2,0.099,0.027,0.001,0.002,0.003,0.011,0.026,0.079,0.223,0.319,0.221,0.088,0.024,0.006,0.008,0.027,0.078,0.224,0.34,0.195,0.089,0.024,0.008,0.007,237.86,334.43,401.35,4
0.23215,0.2325,0.34227,0.23179,0.26878,0.40907,0.52543,0.003,0.004,0.006,0.024,0.137,0.472,0.281,0.055,0.013,0.005,0.004,0.007,0.042,0.224,0.585,0.104,0.021,0.007,0.003,0.003,0.002,0.003,0.005,0.038,0.191,0.627,0.106,0.018,0.005,0.005,376.5,466.14,422.5,4
0.33593,0.32361,0.57301,0.26475,0.27683,0.50543,0.79944,0.007,0.006,0.033,0.096,0.241,0.282,0.224,0.088,0.019,0.004,0.008,0.008,0.031,0.157,0.301,0.321,0.124,0.037,0.012,0.001,0.008,0.013,0.036,0.089,0.265,0.331,0.178,0.067,0.011,0.002,313.39,417.67,373.65,4
0.40188,0.41092,0.70608,0.43531,0.41864,0.7047,0.9857,0.001,0,0.001,0.001,0.017,0.221,0.656,0.092,0.006,0.005,0.009,0.033,0.113,0.518,0.26,0.05,0.013,0.003,0,0.001,0.004,0,0.011,0.03,0.115,0.418,0.312,0.08,0.026,0.004,339.59,387.15,402.88,4
1.9444,2.5739,2.4142,1.8201,2.3486,2.5534,4.6487,0.017,0.078,0.264,0.331,0.198,0.048,0.034,0.017,0.011,0.002,0.013,0.02,0.016,0.044,0.096,0.285,0.241,0.197,0.079,0.009,0.008,0.004,0.025,0.028,0.103,0.365,0.34,0.102,0.017,0.008,512.89,449.36,419.5,1
1.8192,2.3651,2.3175,1.6598,2.306,2.5379,4.377,0.006,0.052,0.141,0.222,0.318,0.171,0.031,0.03,0.014,0.015,0.023,0.012,0.009,0.059,0.111,0.33,0.219,0.207,0.027,0.003,0.012,0.008,0.01,0.021,0.093,0.268,0.402,0.158,0.017,0.011,518.28,427.85,394.52,1
1.7271,2.5163,2.3193,1.6851,2.3316,2.5268,4.3976,0.008,0.073,0.193,0.33,0.268,0.055,0.02,0.03,0.018,0.005,0.019,0.015,0.025,0.064,0.119,0.297,0.225,0.193,0.035,0.008,0.01,0.008,0.012,0.025,0.07,0.251,0.411,0.146,0.054,0.013,553.76,452.19,474.25,1
1.8443,2.7489,2.4267,1.7589,2.4551,2.6331,4.7011,0.044,0.159,0.266,0.317,0.122,0.03,0.025,0.019,0.013,0.005,0.021,0.02,0.025,0.054,0.122,0.264,0.214,0.218,0.045,0.017,0.008,0.013,0.012,0.019,0.072,0.281,0.392,0.161,0.029,0.013,513.79,442.82,426.27,1
2.896,3.2969,3.1223,2.3394,2.6849,3.2583,6.1206,0.004,0.02,0.08,0.303,0.246,0.197,0.087,0.034,0.019,0.01,0.025,0.023,0.012,0.05,0.143,0.232,0.199,0.151,0.153,0.012,0.023,0.011,0.016,0.055,0.137,0.353,0.3,0.072,0.014,0.019,450.81,405.58,398.25,1
2.5312,3.1939,2.8621,2.3245,2.5584,2.9915,5.6305,0.01,0.034,0.186,0.371,0.246,0.084,0.037,0.018,0.011,0.003,0.025,0.023,0.03,0.089,0.229,0.239,0.182,0.17,0.011,0.002,0.017,0.011,0.013,0.051,0.103,0.339,0.334,0.105,0.01,0.017,507.37,320.39,334.12,1
2.6053,3.3145,2.8221,2.3612,2.74,3.1955,5.7341,0.013,0.029,0.149,0.318,0.253,0.131,0.04,0.034,0.019,0.014,0.026,0.028,0.017,0.042,0.104,0.244,0.194,0.128,0.201,0.016,0.026,0.006,0.012,0.057,0.133,0.472,0.244,0.028,0.012,0.01,504.53,330.55,321.57,1
2.716,3.8751,3.4972,2.0592,3.0972,3.415,6.6741,0.001,0.002,0.017,0.093,0.233,0.315,0.225,0.093,0.019,0.002,0.005,0.07,0.128,0.135,0.238,0.209,0.127,0.034,0.032,0.022,0.025,0.017,0.04,0.102,0.317,0.312,0.109,0.062,0.011,0.005,288.12,390.65,282.11,1
2.3866,3.6455,3.3292,1.8724,3.0094,3.4109,6.2355,0.004,0.036,0.091,0.25,0.286,0.185,0.104,0.034,0.007,0.003,0.015,0.097,0.131,0.172,0.243,0.205,0.057,0.029,0.028,0.023,0.026,0.024,0.043,0.152,0.426,0.191,0.094,0.037,0.005,0.002,301.24,459.27,326.58,1
2.3542,3.7502,3.3827,1.9995,3.0331,3.3471,6.3647,0.003,0.004,0.018,0.044,0.122,0.276,0.319,0.164,0.042,0.008,0.007,0.094,0.117,0.166,0.234,0.2,0.099,0.028,0.029,0.026,0.022,0.02,0.023,0.049,0.208,0.37,0.163,0.1,0.033,0.012,329.9,430.1,293.18,1
2.1004,3.5262,3.0414,1.658,2.8585,3.2489,5.8368,0.003,0.006,0.032,0.066,0.195,0.276,0.229,0.126,0.059,0.008,0.04,0.144,0.109,0.198,0.246,0.152,0.039,0.024,0.026,0.022,0.022,0.021,0.026,0.071,0.284,0.393,0.109,0.057,0.012,0.005,312.77,371.48,277.09,1
2.1746,3.4712,3.1232,1.8665,3.0005,3.1817,5.9173,0.001,0.002,0.015,0.041,0.124,0.273,0.324,0.158,0.049,0.013,0.034,0.11,0.1,0.166,0.28,0.165,0.076,0.015,0.026,0.028,0.01,0.021,0.022,0.083,0.196,0.412,0.124,0.077,0.044,0.011,458.59,460.55,305.94,1
2.4248,3.9921,3.3628,2.1027,3.2857,3.373,6.568,0.008,0.01,0.036,0.073,0.204,0.321,0.227,0.091,0.026,0.004,0.007,0.015,0.149,0.121,0.24,0.271,0.106,0.028,0.039,0.024,0.018,0.021,0.025,0.076,0.238,0.404,0.127,0.075,0.011,0.005,390.42,455.5,335.41,1
2.468,3.6739,3.2873,2.1509,3.017,3.125,6.2539,0.002,0.01,0.029,0.069,0.224,0.364,0.218,0.064,0.019,0.001,0.011,0.115,0.123,0.164,0.248,0.216,0.05,0.017,0.03,0.026,0.013,0.021,0.034,0.105,0.269,0.342,0.128,0.059,0.025,0.004,403.67,500.75,314.56,1
2.252,3.7152,3.0898,2.0654,3.1562,3.1924,6.0784,0.006,0.009,0.023,0.059,0.212,0.387,0.213,0.066,0.023,0.002,0.005,0.104,0.121,0.13,0.266,0.23,0.065,0.021,0.03,0.028,0.018,0.017,0.026,0.121,0.397,0.268,0.092,0.049,0.011,0.001,434.18,459.2,305.87,1
2.3951,3.7787,3.1807,2.2501,3.1473,3.2595,6.2654,0.01,0.021,0.049,0.139,0.386,0.288,0.07,0.031,0.004,0.002,0.021,0.128,0.095,0.145,0.242,0.241,0.048,0.021,0.025,0.034,0.017,0.017,0.026,0.132,0.357,0.288,0.09,0.053,0.016,0.004,427.23,459.85,294.03,1
2.5765,3.5739,3.071,2.4188,3.1554,3.1065,6.1574,0.009,0.007,0.017,0.042,0.076,0.205,0.349,0.201,0.06,0.034,0.055,0.138,0.071,0.187,0.306,0.142,0.031,0.019,0.024,0.027,0.012,0.016,0.019,0.072,0.289,0.389,0.123,0.059,0.013,0.008,492.63,456.3,313.37,1
2.5886,4.0181,3.0942,2.3596,3.2235,3.223,6.4632,0.007,0.014,0.023,0.048,0.159,0.338,0.265,0.097,0.043,0.006,0.002,0.007,0.113,0.141,0.194,0.28,0.161,0.043,0.02,0.039,0.017,0.01,0.018,0.043,0.207,0.43,0.151,0.077,0.036,0.011,411.63,421.68,298.76,1
2.4658,4.0904,3.3908,2.2171,3.3488,3.3881,6.6515,0.006,0.013,0.027,0.07,0.258,0.352,0.192,0.069,0.01,0.003,0.002,0.013,0.04,0.159,0.167,0.274,0.207,0.053,0.048,0.037,0.022,0.02,0.031,0.134,0.296,0.324,0.101,0.044,0.021,0.007,327.13,426.25,362.11,1
2.3254,3.6015,3.1324,2.1478,3.0307,3.1693,6.0544,0.007,0.011,0.026,0.045,0.135,0.321,0.283,0.118,0.044,0.01,0.011,0.119,0.108,0.167,0.259,0.221,0.042,0.024,0.024,0.025,0.018,0.016,0.023,0.071,0.226,0.402,0.156,0.057,0.023,0.008,359.15,455.15,346.31,1
2.4681,3.6546,3.1089,2.2562,3.0459,3.1942,6.151,0.008,0.017,0.024,0.058,0.164,0.301,0.291,0.092,0.028,0.017,0.032,0.145,0.094,0.192,0.266,0.167,0.032,0.028,0.017,0.027,0.018,0.014,0.021,0.065,0.238,0.397,0.15,0.066,0.021,0.01,421.96,456.2,303.81,1
2.3723,3.6577,3.0666,2.1003,3.027,3.184,6.0416,0.007,0.012,0.026,0.05,0.144,0.291,0.264,0.14,0.043,0.023,0.066,0.143,0.08,0.226,0.244,0.149,0.03,0.019,0.02,0.023,0.019,0.012,0.024,0.095,0.285,0.367,0.115,0.059,0.017,0.007,405.75,412.32,312.66,1
2.3214,3.7701,3.1105,2.1866,3.0877,3.3214,6.1567,0.006,0.008,0.022,0.037,0.101,0.276,0.327,0.156,0.048,0.019,0.014,0.142,0.103,0.159,0.232,0.232,0.042,0.022,0.027,0.027,0.017,0.017,0.023,0.089,0.277,0.383,0.107,0.058,0.018,0.011,468,438.1,316.55,1
2.524,3.8113,3.3327,2.2509,3.1253,3.2829,6.4394,0.008,0.009,0.019,0.055,0.15,0.303,0.299,0.112,0.034,0.011,0.011,0.107,0.117,0.162,0.234,0.228,0.059,0.027,0.03,0.025,0.017,0.016,0.03,0.063,0.178,0.395,0.165,0.094,0.028,0.014,370.2,483.05,324.55,1
2.5075,3.7195,3.1079,2.3832,3.137,3.2442,6.2066,0.009,0.015,0.024,0.029,0.09,0.338,0.289,0.142,0.05,0.014,0.008,0.089,0.13,0.121,0.249,0.27,0.058,0.016,0.032,0.027,0.022,0.011,0.022,0.141,0.344,0.304,0.091,0.047,0.012,0.006,469.75,459.4,316.34,1
2.5094,3.6835,3.1439,2.2967,3.104,3.2357,6.2108,0.012,0.012,0.033,0.065,0.24,0.364,0.188,0.065,0.019,0.002,0.069,0.122,0.085,0.204,0.242,0.17,0.041,0.018,0.025,0.024,0.016,0.017,0.022,0.101,0.273,0.372,0.116,0.055,0.018,0.01,424.96,478.74,324.45,1
2.472,3.6892,3.2082,2.1968,3.116,3.1419,6.2188,0.003,0.009,0.019,0.034,0.114,0.253,0.34,0.166,0.05,0.012,0.032,0.143,0.086,0.209,0.267,0.169,0.024,0.03,0.021,0.019,0.018,0.012,0.021,0.059,0.229,0.362,0.189,0.065,0.032,0.013,390.24,434.48,324.79,1
2.5201,3.8633,3.2694,2.2733,3.1692,3.4067,6.4187,0.009,0.012,0.03,0.05,0.189,0.317,0.251,0.087,0.037,0.018,0.015,0.139,0.111,0.157,0.25,0.222,0.026,0.027,0.029,0.024,0.02,0.022,0.028,0.178,0.421,0.222,0.071,0.027,0.01,0.001,474.95,474.86,311.63,1
2.4854,3.924,3.3235,2.1178,3.1831,3.3936,6.4913,0.009,0.018,0.046,0.101,0.279,0.294,0.186,0.047,0.016,0.004,0.008,0.024,0.159,0.096,0.227,0.255,0.137,0.037,0.027,0.03,0.023,0.012,0.031,0.058,0.261,0.382,0.132,0.06,0.031,0.01,356.26,473.57,304.42,1
2.3694,3.6799,3.1123,2.3297,3.0702,3.2811,6.1559,0.011,0.011,0.031,0.061,0.222,0.411,0.179,0.053,0.016,0.005,0.011,0.102,0.121,0.164,0.261,0.208,0.067,0.019,0.023,0.024,0.018,0.019,0.021,0.116,0.367,0.308,0.08,0.051,0.016,0.004,423.45,433.43,267.91,1
2.5659,3.8591,3.2663,2.4196,3.2916,3.4501,6.4736,0.012,0.012,0.033,0.048,0.167,0.344,0.23,0.101,0.047,0.006,0.002,0.004,0.131,0.12,0.193,0.317,0.143,0.024,0.032,0.034,0.023,0.022,0.028,0.176,0.428,0.201,0.075,0.031,0.013,0.003,410.96,449.68,299.82,1
2.5181,3.8601,3.1436,2.2868,3.2141,3.1477,6.3368,0.007,0.015,0.018,0.043,0.123,0.284,0.293,0.146,0.051,0.02,0.003,0.011,0.146,0.103,0.185,0.31,0.154,0.024,0.032,0.032,0.014,0.013,0.016,0.075,0.2,0.403,0.154,0.084,0.031,0.01,334,455.64,306.85,1
2.3535,3.6863,3.0592,2.1,3.102,3.2141,6.0472,0.003,0.007,0.015,0.051,0.15,0.33,0.303,0.103,0.034,0.004,0.027,0.147,0.079,0.161,0.276,0.182,0.049,0.027,0.02,0.032,0.018,0.02,0.027,0.195,0.482,0.168,0.064,0.021,0.003,0.002,430.14,426,306.63,1
2.475,3.8691,3.2418,2.2753,3.1211,3.2278,6.3745,0.011,0.013,0.045,0.147,0.346,0.297,0.096,0.037,0.007,0.001,0.007,0.019,0.155,0.11,0.229,0.267,0.127,0.027,0.034,0.025,0.015,0.012,0.026,0.076,0.256,0.394,0.119,0.066,0.03,0.006,352.73,405.83,275.88,1
2.1998,3.5505,3.0169,1.9472,3.0427,3.1499,5.8951,0.005,0.018,0.032,0.053,0.138,0.296,0.259,0.14,0.04,0.019,0.051,0.153,0.064,0.205,0.269,0.158,0.021,0.031,0.021,0.027,0.017,0.015,0.019,0.048,0.188,0.412,0.179,0.077,0.032,0.013,396.32,441.19,356.35,1
2.1983,3.4554,2.9044,1.9529,2.9514,3.1037,5.7595,0.004,0.003,0.02,0.034,0.092,0.235,0.32,0.201,0.06,0.031,0.011,0.092,0.133,0.152,0.273,0.22,0.042,0.022,0.027,0.028,0.018,0.017,0.024,0.064,0.23,0.432,0.141,0.053,0.014,0.007,442.5,443.33,309.77,1
2.3453,3.3861,2.8948,2.199,2.8754,3.0067,5.763,0.005,0.008,0.023,0.026,0.064,0.222,0.326,0.222,0.074,0.03,0.035,0.159,0.103,0.204,0.268,0.143,0.019,0.021,0.026,0.022,0.016,0.013,0.023,0.071,0.211,0.42,0.139,0.066,0.029,0.012,389.62,462.85,349.66,1
2.5403,3.6453,3.1132,2.2712,3.0526,3.204,6.1711,0.012,0.015,0.023,0.039,0.135,0.275,0.264,0.153,0.056,0.028,0.03,0.157,0.097,0.174,0.26,0.177,0.027,0.026,0.025,0.027,0.02,0.021,0.033,0.194,0.458,0.195,0.057,0.02,0.001,0.001,413.41,459.3,326.43,1
2.2698,3.3939,3.0212,2.0681,2.9123,3.0808,5.8137,0.012,0.023,0.029,0.059,0.2,0.307,0.24,0.082,0.036,0.012,0.024,0.155,0.098,0.186,0.292,0.151,0.03,0.02,0.017,0.027,0.017,0.014,0.022,0.052,0.186,0.39,0.198,0.078,0.027,0.016,434.61,466.55,331.5,1
2.3282,3.5801,3.0433,2.1239,3.0877,3.1983,5.9393,0.009,0.019,0.026,0.066,0.199,0.344,0.228,0.073,0.03,0.006,0.034,0.147,0.093,0.17,0.297,0.162,0.022,0.018,0.029,0.028,0.019,0.011,0.028,0.13,0.332,0.319,0.108,0.028,0.019,0.006,350.11,465.35,330.2,1
2.3433,3.6075,3.0568,2.143,3.0642,3.2024,6.0043,0.007,0.015,0.029,0.043,0.125,0.321,0.26,0.136,0.039,0.025,0.011,0.086,0.138,0.149,0.274,0.224,0.043,0.021,0.032,0.022,0.018,0.013,0.025,0.09,0.294,0.381,0.107,0.047,0.018,0.007,384.38,489.84,301,1
2.1571,3.577,2.8722,1.9634,3.1415,3.0328,5.7116,0.001,0.005,0.044,0.276,0.436,0.18,0.039,0.014,0.003,0.002,0.005,0.048,0.108,0.121,0.265,0.265,0.106,0.019,0.033,0.03,0.014,0.02,0.06,0.153,0.466,0.183,0.063,0.031,0.007,0.003,386.5,479.89,420.52,1
1.984,3.4427,2.5358,1.6494,3.0269,2.8335,5.3194,0.005,0.034,0.133,0.324,0.275,0.15,0.051,0.019,0.004,0.005,0.003,0.034,0.128,0.109,0.328,0.213,0.098,0.033,0.028,0.026,0.003,0.017,0.024,0.057,0.204,0.497,0.104,0.035,0.044,0.015,472.43,458.9,416.27,1
2.0866,3.4653,2.7066,1.7068,3.0949,2.8373,5.4892,0.002,0.003,0.07,0.22,0.322,0.233,0.102,0.027,0.013,0.008,0.007,0.019,0.122,0.108,0.319,0.219,0.114,0.031,0.031,0.03,0.003,0.016,0.032,0.074,0.217,0.449,0.102,0.041,0.048,0.018,441.13,483.58,459.4,1
2.024,3.2965,2.6353,1.5939,2.9872,2.6972,5.2915,0.004,0.031,0.116,0.205,0.273,0.214,0.105,0.029,0.016,0.007,0.011,0.089,0.09,0.149,0.31,0.205,0.069,0.027,0.02,0.03,0.006,0.025,0.033,0.118,0.239,0.399,0.084,0.039,0.043,0.014,438.38,505.85,422.95,1
1.9654,2.9731,2.3338,1.5902,2.7436,2.5228,4.8388,0.001,0.008,0.043,0.185,0.312,0.265,0.117,0.046,0.014,0.009,0.006,0.088,0.106,0.172,0.308,0.2,0.055,0.023,0.016,0.026,0.005,0.024,0.036,0.122,0.338,0.328,0.062,0.046,0.032,0.007,420.45,385.83,406.65,1
2.1444,3.4607,2.73,1.7565,2.9861,2.8915,5.5212,0.01,0.05,0.204,0.318,0.216,0.134,0.042,0.017,0.007,0.002,0.008,0.078,0.103,0.156,0.295,0.191,0.085,0.024,0.032,0.028,0.004,0.017,0.036,0.129,0.329,0.354,0.049,0.049,0.029,0.004,394.52,464.45,439.83,1
2.065,3.3161,2.5754,1.6518,2.8505,2.7276,5.3011,0.002,0.002,0.018,0.051,0.215,0.321,0.235,0.118,0.033,0.005,0.01,0.042,0.127,0.195,0.287,0.209,0.06,0.033,0.026,0.011,0.004,0.017,0.058,0.145,0.403,0.247,0.052,0.034,0.034,0.006,342.83,463.9,403.8,1
2.0589,3.3435,2.5855,1.6452,2.8624,2.6639,5.3052,0.023,0.098,0.214,0.28,0.204,0.126,0.027,0.016,0.008,0.004,0.008,0.077,0.13,0.159,0.277,0.208,0.064,0.031,0.019,0.027,0.01,0.012,0.034,0.085,0.23,0.442,0.086,0.054,0.035,0.012,401.76,464,418.54,1
2.0316,3.3959,2.7125,1.6175,2.9113,2.7503,5.4306,0.016,0.084,0.187,0.313,0.204,0.133,0.043,0.012,0.006,0.002,0.003,0.076,0.098,0.176,0.27,0.229,0.07,0.024,0.031,0.023,0.006,0.02,0.045,0.153,0.319,0.307,0.062,0.043,0.038,0.007,393.72,460.8,399.78,1
2.0723,3.2967,2.5521,1.7572,2.8838,2.7151,5.2715,0.001,0.02,0.087,0.233,0.36,0.198,0.075,0.014,0.008,0.004,0.001,0.014,0.101,0.12,0.318,0.217,0.134,0.038,0.027,0.03,0.006,0.011,0.03,0.095,0.24,0.441,0.088,0.044,0.032,0.013,353.07,459.9,385.46,1
2.0583,3.2729,2.6686,1.6961,2.8613,2.804,5.3327,0.027,0.106,0.221,0.311,0.192,0.103,0.024,0.008,0.005,0.003,0.004,0.055,0.098,0.164,0.291,0.23,0.078,0.021,0.032,0.027,0.008,0.013,0.024,0.13,0.281,0.403,0.06,0.037,0.038,0.006,338.54,456.65,435.81,1
2.1222,3.4732,2.7345,1.726,2.9277,2.7793,5.5371,0.005,0.018,0.149,0.272,0.311,0.165,0.059,0.011,0.006,0.004,0.016,0.061,0.128,0.186,0.263,0.199,0.073,0.02,0.029,0.025,0.003,0.018,0.051,0.119,0.374,0.306,0.057,0.055,0.013,0.004,370.68,455.65,396.65,1
1.9779,3.1923,2.5711,1.5039,2.7862,2.7165,5.1613,0.01,0.052,0.152,0.239,0.25,0.179,0.072,0.033,0.008,0.005,0.025,0.109,0.098,0.251,0.218,0.186,0.048,0.021,0.02,0.024,0.011,0.023,0.068,0.127,0.334,0.299,0.052,0.027,0.042,0.017,403.52,420.21,459.4,1
1.9962,3.1608,2.4641,1.615,2.6725,2.6324,5.0874,0.007,0.021,0.116,0.237,0.305,0.172,0.093,0.036,0.011,0.002,0.016,0.1,0.104,0.275,0.208,0.175,0.059,0.02,0.018,0.025,0.001,0.015,0.027,0.083,0.21,0.486,0.081,0.054,0.034,0.009,351.5,503.95,387.71,1
2.0831,3.3549,2.6653,1.6879,2.8544,2.8454,5.3813,0.004,0.015,0.05,0.188,0.306,0.231,0.141,0.041,0.018,0.006,0.002,0.013,0.122,0.124,0.292,0.24,0.109,0.042,0.028,0.028,0.01,0.015,0.037,0.121,0.348,0.328,0.068,0.046,0.024,0.003,469.67,460.32,483.1,1
2.1845,3.493,2.734,1.7724,3.0681,2.8067,5.5948,0.004,0.009,0.069,0.236,0.341,0.212,0.095,0.024,0.008,0.002,0.008,0.046,0.109,0.129,0.304,0.211,0.11,0.019,0.035,0.029,0.013,0.023,0.066,0.142,0.38,0.228,0.067,0.04,0.033,0.008,381.27,439.43,423,1
2.0172,3.4181,2.7617,1.6846,2.9784,2.7914,5.4428,0.003,0.005,0.058,0.281,0.328,0.222,0.065,0.022,0.013,0.003,0.009,0.071,0.118,0.116,0.316,0.2,0.09,0.03,0.022,0.028,0.003,0.014,0.033,0.083,0.22,0.418,0.128,0.041,0.043,0.017,430.35,476.14,484.43,1
1.9682,3.3639,2.5666,1.5652,2.9799,2.6416,5.2904,0.013,0.049,0.164,0.285,0.233,0.151,0.068,0.024,0.007,0.006,0.003,0.067,0.101,0.101,0.333,0.217,0.096,0.038,0.019,0.025,0.006,0.019,0.042,0.151,0.33,0.317,0.056,0.037,0.033,0.009,372.96,437.76,437.24,1
2.0249,3.4109,2.5951,1.6673,2.9609,2.6064,5.3422,0.023,0.135,0.267,0.29,0.194,0.05,0.019,0.017,0.003,0.002,0.045,0.094,0.108,0.255,0.209,0.174,0.048,0.023,0.021,0.023,0.009,0.025,0.059,0.112,0.302,0.344,0.065,0.04,0.032,0.012,397.58,483.32,417.41,1
2.115,3.713,2.7889,1.6623,3.1539,2.7717,5.7443,0.002,0.007,0.097,0.27,0.293,0.23,0.069,0.017,0.009,0.006,0.008,0.036,0.106,0.139,0.287,0.208,0.13,0.029,0.033,0.024,0.008,0.034,0.085,0.304,0.41,0.089,0.057,0.009,0.003,0.001,392.04,453.8,354.65,1
2.0123,3.6495,2.5742,1.5982,3.0133,2.674,5.5149,0.002,0.011,0.075,0.201,0.301,0.214,0.128,0.044,0.016,0.008,0.008,0.077,0.132,0.181,0.248,0.203,0.067,0.034,0.029,0.021,0.002,0.012,0.024,0.098,0.251,0.446,0.092,0.043,0.025,0.007,391.56,438.05,422.57,1
